城市,监测点,监测点代码,日期,aqi,PM2_5,pm10,co,no2,o3,so2,空气质量等级,首要污染物
武汉,汉阳月湖,1326A,2017/2/11,60,41,59,1.03,58,44,24,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/12,94,70,92,1.23,80,40,16,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/13,89,65,85,1.45,96,30,25,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/14,71,51,76,1.04,79,41,19,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/15,103,77,121,1.4,101,34,22,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/16,112,84,120,1.13,82,62,20,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/17,215,175,179,1.5,54,40,12,重度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/18,131,98,124,1.28,64,20,13,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/19,158,119,127,1.46,68,34,14,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/20,132,99,110,1.34,50,33,12,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/21,44,21,68,0.68,29,35,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/2/22,125,103,74,0.81,29,49,13,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/23,89,66,78,0.95,51,38,15,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/24,84,61,93,0.91,74,30,13,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/25,89,65,104,0.83,71,45,16,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/26,98,70,128,0.97,83,43,14,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/27,102,71,136,1.2,95,37,24,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/2/28,98,71,119,1.07,87,54,26,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/1,102,52,144,0.8,57,58,11,轻度污染,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/3/2,80,29,109,0.69,60,46,14,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/3/3,77,45,104,0.88,68,48,26,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/3/4,102,72,126,1.29,94,9,17,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/5,72,51,74,0.87,59,38,8,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/6,269,220,246,1.65,69,46,12,重度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/7,174,135,184,1.42,71,67,15,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/8,114,86,120,1.03,71,64,18,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/9,105,78,138,1.25,93,52,25,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/10,76,54,90,0.96,59,62,16,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/11,106,79,132,1.24,83,16,15,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/12,73,53,75,0.93,56,51,8,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/13,35,24,17,0.66,24,75,5,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/14,55,32,64,0.85,42,64,12,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/3/15,62,40,68,0.81,57,43,12,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/16,91,67,98,1.01,63,42,10,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/17,90,66,81,1.09,90,20,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/18,106,79,90,1.1,69,22,5,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/19,87,64,70,1.15,69,10,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/20,53,38,29,0.73,31,57,2,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/21,60,42,51,0.86,56,44,4,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/22,43,30,42,0.84,58,42,3,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/23,58,41,46,1.03,49,34,6,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/24,44,30,47,0.68,38,37,5,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/25,73,38,86,0.81,54,34,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/3/26,97,33,143,0.83,67,45,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/3/27,99,41,149,0.88,74,60,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/3/28,85,46,116,0.78,52,73,16,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/3/29,111,82,129,1.18,57,65,15,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/30,73,52,90,1.86,42,63,8,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/3/31,56,39,51,1.08,31,97,7,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/1,86,63,89,1.85,72,61,9,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/2,77,46,91,1.15,74,68,13,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/3,84,56,118,1.4,88,40,32,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/4,83,56,106,1.37,86,24,22,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/5,101,75,99,1.68,64,19,8,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/6,41,28,41,1.26,39,35,5,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/7,63,44,66,1.53,56,37,7,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/8,57,39,71,1.83,44,63,12,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/9,29,6,9,1.1,17,92,4,优,
武汉,汉阳月湖,1326A,2017/4/10,25,6,11,0.82,20,78,4,优,
武汉,汉阳月湖,1326A,2017/4/11,52,35,47,1.13,33,68,6,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/12,74,46,92,1.32,71,39,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/13,82,47,111,1.05,73,57,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/14,79,39,108,0.83,68,58,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/15,90,55,128,1.15,79,55,17,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/16,81,57,124,1.15,59,33,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/17,49,15,57,0.38,19,78,7,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/18,85,29,120,0.64,45,62,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/19,103,49,156,1.01,72,32,11,轻度污染,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/20,68,26,85,0.51,33,59,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/21,80,32,111,0.53,47,32,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/22,86,35,122,0.6,57,55,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/23,89,39,129,0.71,74,61,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/24,89,47,124,0.75,74,65,17,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/25,82,54,118,0.8,61,48,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/26,78,54,86,0.76,22,86,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/4/27,67,30,77,0.56,41,114,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/28,85,44,115,0.67,77,78,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/29,76,33,100,0.63,69,77,12,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/4/30,79,42,101,0.73,79,72,12,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/1,90,58,111,1,80,36,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/2,68,40,77,0.83,59,65,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/3,44,26,52,0.67,25,64,7,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/4,33,14,33,0.54,22,72,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/5,82,32,114,0.65,45,79,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/6,385,165,589,0.65,51,62,14,严重污染,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/7,158,115,193,1.14,74,13,9,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/5/8,54,28,73,0.49,35,58,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/9,58,29,68,0.56,54,50,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/10,81,40,113,0.94,81,62,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/11,83,58,130,1.59,82,41,13,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/12,45,21,48,0.42,31,80,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/13,67,30,82,0.85,69,67,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/14,106,54,146,1.14,66,88,12,轻度污染,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/15,69,40,87,0.73,39,92,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/16,67,40,83,0.69,32,89,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/17,84,39,104,0.79,79,82,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/18,89,49,116,1,82,81,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/19,91,67,117,1.01,71,55,12,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/5/20,102,71,124,1.16,79,75,9,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/5/21,82,51,99,0.95,61,87,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/22,55,37,53,0.79,46,48,4,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/5/23,27,9,22,0.66,18,68,4,优,
武汉,汉阳月湖,1326A,2017/5/24,48,18,47,0.58,22,114,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/25,66,23,79,0.7,80,82,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/26,91,45,103,0.69,69,99,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/27,93,37,109,0.91,81,93,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/28,90,39,114,0.93,83,81,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/29,82,39,98,0.81,78,85,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/30,87,54,124,0.85,74,69,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/5/31,80,55,97,0.75,32,84,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/6/1,55,29,66,0.6,27,89,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/2,77,49,97,1.13,62,73,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/3,91,58,119,0.99,49,117,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/4,78,41,105,0.85,27,109,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/5,35,21,36,0.83,32,62,4,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/6/6,31,10,23,0.61,19,90,4,优,
武汉,汉阳月湖,1326A,2017/6/7,62,22,51,0.68,51,97,5,良,臭氧1小时
武汉,汉阳月湖,1326A,2017/6/8,61,32,65,0.96,55,74,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/9,42,27,49,0.92,54,13,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/10,41,25,37,0.77,26,42,3,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/6/11,34,17,33,0.69,37,56,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/12,36,21,32,0.98,61,19,4,优,
武汉,汉阳月湖,1326A,2017/6/13,32,17,30,0.72,41,39,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/14,53,26,58,0.85,49,64,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/15,54,37,55,0.8,48,44,4,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/6/16,60,32,66,0.73,51,74,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/17,73,40,87,0.82,63,84,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/18,55,32,61,0.79,47,82,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/19,62,38,75,0.85,49,56,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/20,78,47,87,0.87,47,87,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/6/21,64,42,78,0.83,41,75,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/22,55,21,59,0.75,35,78,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/23,43,25,47,0.81,40,36,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/24,55,30,62,1.28,44,41,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/25,61,35,73,0.84,51,54,4,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/26,51,30,56,0.71,38,62,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/27,43,19,41,0.6,22,96,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/28,55,23,58,0.72,32,110,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/29,53,23,57,0.83,36,76,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/6/30,20,10,17,0.61,33,32,4,优,
武汉,汉阳月湖,1326A,2017/7/1,17,7,14,0.58,31,20,4,优,
武汉,汉阳月湖,1326A,2017/7/2,27,9,24,0.58,25,59,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/3,42,18,39,0.75,31,69,4,优,臭氧1小时
武汉,汉阳月湖,1326A,2017/7/4,34,16,30,0.71,28,47,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/5,30,12,30,0.58,27,41,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/6,36,12,35,0.55,24,47,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/7,43,14,44,0.51,31,38,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/8,43,21,44,0.53,32,32,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/9,24,14,25,0.51,25,24,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/10,30,13,28,0.51,21,59,3,优,
武汉,汉阳月湖,1326A,2017/7/11,31,10,31,0.52,25,42,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/12,34,10,34,0.46,20,44,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/13,47,19,48,0.54,24,60,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/14,46,18,49,0.5,26,63,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/15,50,17,52,0.53,26,69,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/16,54,18,59,0.76,36,60,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/17,52,14,57,0.47,31,65,4,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/18,47,20,51,0.44,21,66,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/19,39,12,38,0.27,18,51,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/20,38,8,37,0.32,17,55,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/21,42,13,44,0.33,21,65,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/22,56,21,63,0.45,29,97,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/23,63,25,74,0.45,38,95,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/24,58,29,71,0.41,34,77,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/25,76,27,84,0.87,51,91,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/26,65,30,76,0.81,45,95,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/27,76,45,99,0.75,38,113,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/28,87,57,113,1.22,30,97,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/29,94,60,103,1.61,11,118,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/7/30,66,43,73,1.22,9,83,5,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/7/31,42,21,42,1.21,8,65,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/1,21,11,20,1.19,25,40,4,优,
武汉,汉阳月湖,1326A,2017/8/2,26,12,25,1.09,23,50,4,优,
武汉,汉阳月湖,1326A,2017/8/3,49,21,52,1.12,38,61,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/4,59,28,71,1.24,59,44,4,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/5,69,32,88,1.16,52,44,4,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/6,59,24,69,0.62,39,77,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/7,53,21,58,0.48,36,74,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/8,39,18,43,0.48,32,62,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/9,42,20,39,0.67,32,81,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/10,46,16,48,0.59,35,92,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/11,55,23,64,0.87,51,48,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/12,18,9,16,0.8,27,25,4,优,
武汉,汉阳月湖,1326A,2017/8/13,22,9,21,0.93,28,40,4,优,
武汉,汉阳月湖,1326A,2017/8/14,50,28,53,1.2,38,60,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/15,62,34,69,1.39,45,77,4,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/16,58,34,69,1.28,54,49,4,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/17,34,12,34,0.89,30,34,5,优,
武汉,汉阳月湖,1326A,2017/8/18,48,16,51,0.97,30,45,7,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/19,44,16,45,0.75,23,55,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/20,52,27,59,1.05,43,49,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/21,58,33,65,1.45,42,66,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/22,54,27,56,1.18,32,82,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/23,50,15,45,1.01,37,97,7,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/24,49,19,56,1.25,40,49,8,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/25,43,26,43,1.62,40,48,4,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/26,45,21,47,1.38,29,77,7,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/27,55,28,61,1.32,26,84,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/28,51,18,54,1.2,31,67,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/29,45,19,47,1.17,20,90,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/8/30,26,9,26,0.61,21,48,5,优,
武汉,汉阳月湖,1326A,2017/8/31,33,14,33,0.67,24,41,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/1,39,16,42,0.93,38,22,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/2,41,23,42,1.26,42,15,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/3,20,10,18,1.04,30,35,5,优,
武汉,汉阳月湖,1326A,2017/9/4,33,14,33,1.13,28,50,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/5,51,24,57,1.39,58,16,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/6,29,13,26,1.03,29,42,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/7,61,17,64,0.96,58,67,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/8,81,53,112,1.62,103,4,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/9,87,49,120,1.36,54,106,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/10,45,27,59,1.04,24,54,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/11,37,14,35,0.91,21,74,6,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/12,57,26,62,1.37,52,66,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/13,69,25,73,1.13,55,92,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/14,68,31,74,1.07,47,118,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/15,68,23,70,1,63,87,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/16,73,31,80,0.98,54,97,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/17,75,29,80,0.87,78,89,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/18,97,67,128,1.23,78,70,12,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/9/19,70,50,67,1.5,65,37,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/9/20,39,23,34,0.99,47,45,5,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/21,63,40,72,1.38,74,9,7,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/9/22,70,49,85,1.37,73,31,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/23,43,29,41,1.06,53,31,5,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/9/24,53,33,62,1.41,50,34,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/25,56,32,62,1.23,36,39,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/26,46,30,49,1.24,31,47,7,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/9/27,22,14,21,1.05,19,53,6,优,
武汉,汉阳月湖,1326A,2017/9/28,26,13,23,0.99,25,60,7,优,
武汉,汉阳月湖,1326A,2017/9/29,31,18,24,1.25,51,29,10,优,
武汉,汉阳月湖,1326A,2017/9/30,46,32,43,1.56,51,13,10,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/1,55,39,51,1.49,41,41,9,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/2,15,9,13,1.22,20,40,7,优,
武汉,汉阳月湖,1326A,2017/10/3,14,6,7,1.02,24,40,7,优,
武汉,汉阳月湖,1326A,2017/10/4,12,4,7,0.96,19,30,7,优,
武汉,汉阳月湖,1326A,2017/10/5,15,6,9,1.1,28,16,7,优,
武汉,汉阳月湖,1326A,2017/10/6,36,18,39,1.66,43,9,9,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/7,59,38,81,1.58,42,21,10,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/8,83,54,110,1.84,57,61,10,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/9,89,61,127,2.08,74,44,11,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/10,50,30,45,1.56,23,32,8,优,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/11,15,7,14,1.03,23,20,7,优,
武汉,汉阳月湖,1326A,2017/10/12,13,4,9,0.72,25,32,7,优,
武汉,汉阳月湖,1326A,2017/10/13,24,12,23,0.69,30,33,8,优,
武汉,汉阳月湖,1326A,2017/10/14,37,18,36,0.76,32,32,8,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/15,25,12,24,0.73,23,57,7,优,
武汉,汉阳月湖,1326A,2017/10/16,20,12,18,0.76,24,47,7,优,
武汉,汉阳月湖,1326A,2017/10/17,27,16,28,0.8,28,42,6,优,
武汉,汉阳月湖,1326A,2017/10/18,33,21,32,0.56,27,28,2,优,
武汉,汉阳月湖,1326A,2017/10/19,32,19,32,0.56,28,40,3,优,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/20,65,40,74,1,54,34,6,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/21,55,32,60,0.74,49,52,4,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/22,84,59,106,0.97,71,47,5,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/23,123,93,130,1.22,53,58,5,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/24,82,54,100,1.28,65,36,7,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/25,67,33,84,0.97,73,30,9,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/26,79,49,104,0.82,68,49,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/27,101,65,145,1.18,112,30,8,轻度污染,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/28,91,63,118,1.18,82,56,11,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/10/29,88,52,102,0.7,40,62,8,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/30,56,18,62,0.48,57,37,7,良,颗粒物(PM10)
武汉,汉阳月湖,1326A,2017/10/31,74,51,87,0.96,82,29,13,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/1,97,66,133,1.2,101,31,8,良,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/2,110,81,156,0.98,110,39,7,轻度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/3,170,131,169,1.05,82,62,8,中度污染,细颗粒物(PM2.5)
武汉,汉阳月湖,1326A,2017/11/4,108,78,72,0.8,41,72,7,轻度污染,细颗粒物(PM2.5)
