城市,监测点,监测点代码,日期,aqi,PM2_5,pm10,co,no2,o3,so2,空气质量等级,首要污染物
武汉,沉湖七壕,1334A,2017/9/20,37,23,35,0.57,9,81,13,优,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/9/21,48,22,53,0.83,24,51,11,优,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/9/22,58,33,66,1.09,23,75,6,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/9/23,50,26,53,0.98,15,77,5,优,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/9/24,58,34,67,1.07,12,69,7,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/9/25,63,35,75,1.13,14,58,6,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/9/26,49,25,53,1.19,10,41,6,优,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/9/27,28,14,24,1.02,7,82,4,优,
武汉,沉湖七壕,1334A,2017/9/28,32,12,30,0.87,7,84,4,优,
武汉,沉湖七壕,1334A,2017/9/29,35,17,33,0.85,21,57,8,优,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/9/30,64,45,53,1.08,27,43,9,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/1,62,40,77,1.16,16,59,10,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/10/2,26,11,20,1.02,6,66,6,优,
武汉,沉湖七壕,1334A,2017/10/3,20,7,12,0.8,9,62,4,优,
武汉,沉湖七壕,1334A,2017/10/4,18,7,10,0.65,7,57,4,优,
武汉,沉湖七壕,1334A,2017/10/5,17,7,13,0.8,9,45,6,优,
武汉,沉湖七壕,1334A,2017/10/6,31,15,31,0.91,13,44,9,优,
武汉,沉湖七壕,1334A,2017/10/7,50,26,52,1.09,19,43,8,优,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/10/8,62,30,74,1.22,25,65,7,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/10/9,90,58,95,1.32,17,88,6,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/10/10,111,83,86,1.27,18,43,5,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/11,129,109,10,0.87,15,34,5,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/12,19,2,11,0.81,12,64,3,优,
武汉,沉湖七壕,1334A,2017/10/13,29,18,21,0.64,11,62,4,优,
武汉,沉湖七壕,1334A,2017/10/14,39,23,35,0.52,7,58,7,优,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/15,27,11,20,0.48,3,86,5,优,
武汉,沉湖七壕,1334A,2017/10/16,25,11,17,0.47,3,79,5,优,
武汉,沉湖七壕,1334A,2017/10/17,30,15,22,0.58,3,82,5,优,
武汉,沉湖七壕,1334A,2017/10/18,30,15,29,0.62,4,65,7,优,
武汉,沉湖七壕,1334A,2017/10/19,42,29,25,0.59,3,75,8,优,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/20,55,33,58,0.78,15,53,12,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/10/21,0,0,0,0,0,0,0,,
武汉,沉湖七壕,1334A,2017/10/22,0,0,0,0,0,0,0,,
武汉,沉湖七壕,1334A,2017/10/23,0,0,0,0,0,0,0,,
武汉,沉湖七壕,1334A,2017/10/24,68,45,95,0.43,22,108,9,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/10/25,82,57,91,0.76,30,82,10,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/26,79,54,91,0.59,21,106,11,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/27,84,57,88,0.6,19,109,9,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/28,87,58,102,0.73,47,81,9,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/29,96,55,106,0.59,25,100,5,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/10/30,62,20,73,0.3,30,71,4,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/10/31,71,47,87,0.55,36,86,7,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/11/1,88,61,96,0.8,42,86,9,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/2,110,80,109,0.85,38,106,22,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/3,142,104,150,1.07,26,127,22,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/4,135,102,119,1.18,33,102,6,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/5,64,34,78,0.73,29,95,7,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/11/6,87,63,99,0.97,43,86,8,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/7,130,98,136,1.15,44,17,4,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/8,145,109,156,1.36,38,10,6,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/9,113,78,127,0.93,36,107,8,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/10,118,77,159,0.88,50,65,12,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/11,80,29,109,0.37,34,66,5,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/11/12,80,58,76,0.65,35,43,3,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/13,80,58,66,0.7,26,47,2,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/14,74,54,73,0.84,40,28,3,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/15,130,98,132,1.38,66,20,10,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/16,127,96,115,1.5,52,41,9,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/17,103,77,90,1.32,42,16,2,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/18,72,40,88,0.91,33,40,4,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/11/19,68,48,77,0.85,34,26,5,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/20,77,56,70,0.8,25,53,6,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/21,97,72,74,0.95,22,47,4,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/22,107,65,122,0.93,33,34,7,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/23,83,40,116,0.51,35,44,10,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/11/24,76,49,99,0.61,36,54,8,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/11/25,84,60,103,0.8,41,54,10,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/26,90,66,95,0.85,39,61,9,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/27,97,72,117,1,52,62,12,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/28,162,122,145,1.24,56,39,9,中度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/29,167,130,131,1.17,34,48,5,中度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/11/30,74,54,0,0.86,21,13,1,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/1,83,61,78,0.95,27,17,2,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/2,77,57,70,1.01,25,41,5,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/3,88,65,79,1.08,16,43,5,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/4,126,112,167,1.48,29,63,5,轻度污染,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/12/5,181,140,122,1.56,35,69,9,中度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/6,145,110,126,1.25,42,34,9,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/7,154,116,149,1.15,57,26,11,中度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/8,109,81,103,0.77,32,60,12,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/9,80,58,84,0.68,31,61,8,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/10,103,71,141,0.9,63,39,12,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/11,91,50,132,0.93,63,31,11,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/12/12,101,69,136,1.05,73,13,13,轻度污染,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/12/13,113,85,95,0.88,36,16,5,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/14,83,61,0,0.86,20,24,4,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/15,111,84,0,1.22,25,19,4,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/16,128,97,87,1.08,20,61,8,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/17,67,46,69,0.82,28,58,10,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/18,75,55,61,0.87,18,67,9,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/19,89,65,89,0.96,34,52,12,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/20,101,75,86,0.86,32,52,11,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/21,87,64,76,0.55,55,42,9,良,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/22,108,78,118,0.83,59,39,16,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/23,187,143,174,1.15,68,17,15,中度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/24,164,121,117,0.9,45,48,11,中度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/25,97,58,129,0.72,59,45,15,良,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/12/26,116,82,163,1.05,85,20,22,轻度污染,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/12/27,143,109,163,1.05,69,22,24,轻度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/28,173,131,157,1.28,55,16,12,中度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/29,178,146,142,1.21,36,34,10,中度污染,细颗粒物(PM2.5)
武汉,沉湖七壕,1334A,2017/12/30,147,133,218,1.21,41,46,17,轻度污染,颗粒物(PM10)
武汉,沉湖七壕,1334A,2017/12/31,129,93,189,1.22,48,47,17,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/1,169,128,174,2.38,95,7,19,中度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/2,182,139,190,1.71,54,38,12,中度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/3,201,153,217,2.08,81,20,13,重度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/4,230,181,219,2.28,80,5,10,重度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/5,53,38,0,1.76,33,15,5,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/6,33,22,15,0.88,25,26,5,优,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/7,42,29,36,0.94,28,18,5,优,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/8,88,65,93,1.23,45,28,8,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/9,147,112,134,1.73,58,33,13,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/10,125,95,86,1.28,35,55,8,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/11,159,121,144,1.41,39,28,7,中度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/12,142,108,91,1.33,46,33,10,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/13,133,101,112,1.52,70,9,10,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/14,100,75,91,1.03,45,36,17,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/15,69,50,58,0.86,33,37,11,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/16,97,72,91,1.07,52,26,11,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/17,96,71,105,0.99,44,32,12,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/18,124,96,94,1.01,43,17,9,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/19,157,119,142,0.92,28,42,10,中度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/20,91,57,109,0.58,28,53,14,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/1/21,94,64,125,1.01,55,29,24,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/1/22,144,109,156,1.67,75,22,24,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/23,130,98,133,1.48,77,23,28,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/24,94,69,94,1.38,51,43,25,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/25,112,85,88,1.12,27,53,14,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/26,88,65,75,1.26,39,47,10,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/27,180,129,247,1.61,32,52,14,中度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/28,202,154,194,1.86,33,45,18,重度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/29,150,114,130,1.58,12,44,8,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/30,147,111,116,1.59,15,58,11,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/1/31,92,68,77,1.23,15,48,8,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/1,79,58,0,1.15,11,41,5,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/2,88,65,0,1.16,15,37,5,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/3,96,71,76,1.35,20,17,6,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/4,61,44,32,1.19,18,21,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/5,83,61,84,1.65,35,22,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/6,100,75,84,1.63,29,28,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/7,71,52,58,1.03,16,52,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/8,63,45,56,0.9,13,58,5,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/9,103,77,92,1.19,38,39,9,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/10,90,65,84,1.18,48,42,15,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/11,71,51,73,1.22,52,42,24,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/12,100,71,114,1.53,74,37,18,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/13,105,76,126,1.97,96,23,24,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/14,85,59,112,1.48,79,29,25,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/2/15,117,88,162,1.84,98,32,24,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/16,123,93,138,1.46,66,63,22,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/17,194,152,222,1.64,46,35,12,中度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/18,127,95,147,1.5,62,18,12,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/19,173,131,180,1.83,67,25,13,中度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/20,141,106,157,1.68,47,44,10,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/21,40,21,48,0.88,20,40,6,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/2/22,81,60,71,1.1,27,35,6,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/23,82,59,80,1.12,48,29,10,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/24,79,56,90,1.06,52,41,12,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/25,84,61,89,1.05,60,44,15,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/26,95,68,118,1.27,73,40,14,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/27,101,70,140,1.67,88,33,23,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/2/28,99,71,132,1.52,86,44,22,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/1,98,52,126,0.97,45,53,11,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/2,87,31,124,0.93,58,36,15,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/3/3,90,44,129,1.09,68,39,24,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/3/4,106,74,145,1.47,76,12,15,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/5,75,55,78,1.02,32,44,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/6,251,203,227,1.96,53,46,10,重度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/7,180,141,149,1.64,59,55,13,中度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/8,118,88,141,1.4,71,47,16,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/9,123,90,172,1.6,98,43,29,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/10,88,63,101,1.23,60,47,13,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/11,110,83,122,1.43,75,14,11,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/12,96,71,89,1.25,45,47,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/13,42,29,24,0.98,14,70,6,优,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/14,58,27,68,1.04,30,57,10,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/3/15,69,44,80,1.23,62,34,13,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/3/16,80,58,87,0.99,53,44,11,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/17,106,80,130,1.41,84,12,9,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/18,117,88,129,1.1,49,30,7,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/19,131,99,131,1.29,58,11,7,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/20,64,46,34,0.55,19,57,6,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/21,73,52,70,0.78,44,31,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/22,49,34,48,0.75,42,37,6,优,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/23,60,42,50,0.93,30,32,6,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/24,52,36,65,0.62,22,36,5,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/25,82,49,100,0.79,37,38,8,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/26,104,41,158,0.85,54,45,12,轻度污染,颗粒物(PM10)
武汉,吴家山,1333A,2017/3/27,114,46,178,0.91,75,48,13,轻度污染,颗粒物(PM10)
武汉,吴家山,1333A,2017/3/28,88,43,126,0.78,48,64,14,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/3/29,102,74,137,1.02,41,69,13,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/30,94,70,97,0.89,28,63,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/3/31,62,42,62,0.6,22,85,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/1,86,63,89,0.77,50,57,9,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/2,91,60,106,0.87,70,55,12,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/3,89,57,127,1.09,77,45,24,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/4,83,55,110,1.05,74,30,16,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/5,104,78,98,1.18,42,32,6,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/6,53,38,51,0.92,23,39,6,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/7,70,49,77,1.33,52,34,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/8,66,44,84,1.59,46,47,9,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/9,25,7,10,0.8,11,78,6,优,
武汉,吴家山,1333A,2017/4/10,24,10,15,0.47,11,66,6,优,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/11,57,40,51,0.77,26,53,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/12,75,53,83,1.11,54,42,9,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/13,79,55,83,1.17,67,50,13,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/14,81,45,109,1.08,71,53,12,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/15,97,57,142,1.4,79,49,14,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/16,93,62,149,1.49,66,27,8,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/17,44,18,53,0.56,17,66,8,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/18,78,30,108,0.79,39,56,10,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/19,104,54,158,1.23,69,27,10,轻度污染,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/20,64,27,78,0.73,30,46,7,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/21,74,30,98,0.73,38,30,9,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/22,75,32,100,0.76,41,57,10,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/23,90,44,130,0.97,71,56,12,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/24,95,52,141,1.04,72,59,14,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/25,84,54,122,1.06,59,37,10,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/26,87,63,75,1.05,18,74,6,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/4/27,59,31,65,0.69,29,87,5,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/28,66,40,79,0.8,50,68,9,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/29,65,37,80,0.82,45,67,10,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/4/30,91,49,132,0.98,63,60,9,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/1,85,55,101,1.06,56,41,5,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/5/2,65,42,64,0.81,34,67,4,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/5/3,47,26,53,0.91,30,50,2,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/4,31,17,32,0.79,19,63,2,优,
武汉,吴家山,1333A,2017/5/5,83,38,118,0.89,30,68,3,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/6,400,168,571,0.79,39,49,7,严重污染,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/7,173,97,279,1.05,54,13,4,中度污染,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/8,49,27,56,0.72,24,58,2,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/9,55,28,64,0.94,40,48,3,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/10,82,46,114,1.23,62,54,6,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/11,97,59,153,1.33,65,33,4,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/12,46,16,47,0.64,24,77,3,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/13,68,30,87,0.83,51,65,5,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/14,111,64,169,1.36,65,68,8,轻度污染,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/15,65,41,75,0.57,33,78,3,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/16,63,41,73,0.62,29,83,2,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/17,79,47,80,0.73,51,85,5,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/5/18,94,56,133,1.08,69,80,7,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/19,85,61,109,0.86,57,67,8,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/5/20,108,74,145,0.8,70,79,9,轻度污染,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/5/21,96,65,127,0.61,65,81,7,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/5/22,49,32,45,0.37,35,55,2,优,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/5/23,30,13,30,0.51,22,59,2,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/24,44,22,42,0.47,34,80,2,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/25,59,26,65,0.53,50,78,4,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/26,74,41,77,0.6,45,108,5,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/5/27,80,37,83,0.62,62,96,10,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/28,98,44,120,0.9,69,84,6,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/29,88,40,114,0.65,68,87,9,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/30,106,59,160,0.76,69,72,7,轻度污染,颗粒物(PM10)
武汉,吴家山,1333A,2017/5/31,87,62,102,0.66,34,77,4,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/6/1,55,29,65,0.4,22,89,3,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/6/2,80,53,97,0.84,46,88,4,良,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/6/3,99,69,128,1.17,54,94,6,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/6/4,75,43,98,0.78,23,95,4,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/6/5,38,25,31,0.66,24,64,2,优,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/6/6,29,12,21,0.54,13,86,2,优,
武汉,吴家山,1333A,2017/6/7,50,26,49,0.78,41,82,4,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/6/8,69,39,85,1.07,63,63,7,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/6/9,51,24,65,0.87,55,12,3,良,颗粒物(PM10)
武汉,吴家山,1333A,2017/6/10,39,25,39,0.72,31,27,1,优,细颗粒物(PM2.5)
武汉,吴家山,1333A,2017/6/11,41,24,42,0.69,41,39,2,优,颗粒物(PM10)
武汉,吴家山,1333A,2017/6/12,42,26,37,0.85,50,18,2,优,细颗粒物(PM2.5)
